Date,XLF,XLK,XLE
2004-12-31,16.200716018676758,8.088544845581055,9.940265655517578
2005-01-03,16.142343521118164,8.019580841064453,9.573529243469238
2005-01-04,15.988459587097168,7.870141506195068,9.524264335632324
2005-01-05,15.961919784545898,7.843318939208984,9.483210563659668
2005-01-06,16.041521072387695,7.8203325271606445,9.647422790527344
2005-01-07,15.956616401672363,7.835657596588135,9.570792198181152
2005-01-10,15.97253704071045,7.835657596588135,9.641946792602539
2005-01-11,15.903546333312988,7.759026527404785,9.655637741088867
2005-01-12,15.882325172424316,7.801176071166992,9.825325012207031
2005-01-13,15.728439331054688,7.72454309463501,9.891007423400879
2005-01-14,15.781499862670898,7.747531414031982,9.978585243225098
2005-01-18,16.030916213989258,7.831823348999023,10.07711124420166
2005-01-19,15.871706008911133,7.6670660972595215,10.04152774810791
2005-01-20,15.754980087280273,7.613424301147461,9.940265655517578
2005-01-21,15.675372123718262,7.559782028198242,9.962162017822266
2005-01-24,15.680679321289062,7.498476028442383,10.049742698669434
2005-01-25,15.69128704071045,7.5099687576293945,10.090797424316406
2005-01-26,15.765582084655762,7.586603164672852,10.189323425292969
2005-01-27,15.685985565185547,7.578940391540527,10.279642105102539
2005-01-28,15.664762496948242,7.578940391540527,10.156482696533203
2005-01-31,15.850488662719727,7.632584095001221,10.276902198791504
2005-02-01,16.020292282104492,7.678557872772217,10.452059745788574
2005-02-02,16.020292282104492,7.68239164352417,10.597113609313965
2005-02-03,15.946006774902344,7.632584095001221,10.649115562438965
2005-02-04,16.137041091918945,7.762859344482422,10.687431335449219
2005-02-07,16.152956008911133,7.739866256713867,10.616275787353516
2005-02-08,16.089277267456055,7.7781853675842285,10.692907333374023
2005-02-09,16.046829223632812,7.644077301025391,10.673748016357422
2005-02-10,16.09459114074707,7.65939998626709,10.966586112976074
2005-02-11,16.221942901611328,7.732205390930176,11.062376022338867
2005-02-14,16.195404052734375,7.747531414031982,11.076064109802246
2005-02-15,16.232559204101562,7.785847187042236,11.100692749023438
2005-02-16,16.121116638183594,7.759026527404785,11.412700653076172
2005-02-17,15.9778413772583,7.632584095001221,11.259428024291992
2005-02-18,15.808032035827637,7.617257118225098,11.508489608764648
2005-02-22,15.574556350708008,7.575108051300049,11.426376342773438
2005-02-23,15.717828750610352,7.552116394042969,11.571435928344727
2005-02-24,15.739049911499023,7.617257118225098,11.798593521118164
2005-02-25,15.898249626159668,7.6670660972595215,12.088703155517578
2005-02-28,15.744362831115723,7.644077301025391,12.00112533569336
2005-03-01,15.898249626159668,7.736037254333496,11.768487930297852
2005-03-02,15.850488662719727,7.716876983642578,11.940917015075684
2005-03-03,15.823957443237305,7.65939998626709,12.13796615600586
2005-03-04,16.025596618652344,7.709218502044678,12.293965339660645
